-3.1715678 0
-3.054979 0
-2.9383903 0
-2.8218015 0
-2.7052127 0
-2.5886239 0
-2.4720351 0
-2.3554463 0
-2.2388575 0
-2.1222687 0
-2.0056799 0
-1.8890912 0
-1.7725024 0
-1.6559136 0
-1.5393248 0
-1.422736 0
-1.3061472 0
-1.1895584 0.0006244098
-1.0729696 0.0032454655
-0.95638085 0.006021003
-0.83979206 0.0069568693
-0.72320327 0.0076842464
-0.60661448 0.0081033803
-0.49002569 0.0077966745
-0.37343691 0.0060435882
-0.25684812 0.0046614016
-0.14025933 0.0042639843
-0.023670541 0.0042330841
0.092918248 0.004322126
0.20950704 0.0045443795
0.32609582 0.0052986978
0.44268461 0.0069285916
0.5592734 0.0083653657
0.67586219 0.010924823
0.79245098 0.01326056
0.90903977 0.011606579
1.0256286 0.012033413
1.1422173 0.019543027
1.2588061 0.029242091
1.3753949 0.042247467
1.4919837 0.058470736
1.6085725 0.052447099
1.7251613 0.055075149
1.8417501 0.069072794
1.9583389 0.10805762
2.0749277 0.097607694
2.1915164 0.092417415
2.3081052 0.11761818
2.424694 0.10406387
2.5412828 0.052107601
2.6578716 0.097342806
2.7744604 0.076654922
2.8910492 0.075457284
3.007638 0.093252644
3.1242267 0.13132816
3.2408155 0.11038574
3.3574043 0.15352398
3.4739931 0.11203391
3.5905819 0.10088242
3.7071707 0.072762468
3.8237595 0.10311355
3.9403483 0.1124035
4.0569371 0.17029449
4.1735258 0.14908194
4.2901146 0.45017652
4.4067034 0.26190365
4.5232922 0.11674969
4.639881 0.19351281
4.7564698 0.2025908
4.8730586 0.13891573
4.9896474 0.16497359
5.1062361 0.34481937
5.2228249 0.29061264
5.3394137 0.16796476
5.4560025 0.23521475
5.5725913 0.30184317
5.6891801 0.33047527
5.8057689 0.11493805
5.9223577 0.15546244
6.0389465 0.31600244
6.1555352 0.32255621
6.272124 0.22016222
6.3887128 0.29305359
6.5053016 0.35781948
6.6218904 0.23730115
6.7384792 0.16842944
6.855068 0.10816622
6.9716568 0.11445376
7.0882456 0.11246301
7.2048343 0.084256263
7.3214231 0.11649894
7.4380119 0.053416212
