# Tetrahedron method
       -0.2767346678        0.0000000000
       -0.1816488870        0.1122152445
       -0.0865631063        0.0670109292
        0.0085226745        0.0597559453
        0.1036084553        0.1238828461
        0.1986942361        0.3323949538
        0.2937800168        0.6020472360
        0.3888657976        0.9418389323
        0.4839515784        1.3584425951
        0.5790373592        1.8702456216
        0.6741231399        2.5305986755
        0.7692089207        3.3731028441
        0.8642947015        4.0257744180
        0.9593804823        4.5906630560
        1.0544662631        4.8816884409
        1.1495520438        7.1432445390
        1.2446378246        9.1648577218
        1.3397236054       12.5398823865
        1.4348093862       20.0596953723
        1.5298951669       29.1404979707
        1.6249809477       43.0726853542
        1.7200667285       53.7750942221
        1.8151525093       62.7150449047
        1.9102382901        0.0000000000
        2.0053240708        4.9042096515
        2.1004098516       24.4168185351
        2.1954956324       22.8843512620
        2.2905814132       30.1042834907
        2.3856671939       43.9605575196
        2.4807529747       39.4240573207
        2.5758387555       32.7295487164
        2.6709245363       26.9467465496
        2.7660103170       28.5609363367
        2.8610960978       33.6859918009
        2.9561818786       30.2119345178
        3.0512676594       31.9884585912
        3.1463534402       26.3828354601
        3.2414392209       26.1999502065
        3.3365250017       21.9220677484
        3.4316107825       18.0135239436
        3.5266965633       17.3214908012
        3.6217823440       21.1185357434
        3.7168681248       12.8479273149
        3.8119539056        6.2071547970
        3.9070396864        0.0000000000
        4.0021254672        0.0000000000
        4.0972112479       39.0874691361
        4.1922970287       21.1863239161
        4.2873828095       48.9993675778
        4.3824685903       38.2421310279
        4.4775543710       26.2084719874
        4.5726401518       29.6690395187
        4.6677259326       32.3231663551
        4.7628117134       28.0700780456
        4.8578974942       30.3682838062
        4.9529832749       22.6782529078
        5.0480690557       22.9425259450
        5.1431548365       18.5324981312
        5.2382406173       15.1180292688
        5.3333263980       13.9250858610
        5.4284121788       13.5548811596
        5.5234979596       21.8470258117
        5.6185837404       19.5881238983
        5.7136695211       22.8902739266
        5.8087553019       10.8434429109
        5.9038410827       45.3144158434
        5.9989268635        9.7228719154
        6.0940126443       28.4241938145
        6.1890984250       26.3298558502
        6.2841842058       23.7182151489
        6.3792699866       12.0862150521
        6.4743557674       41.7297846279
        6.5694415481       14.7593633474
        6.6645273289       22.2503051335
        6.7596131097        5.6273863740
        6.8546988905        0.1787521025
        6.9497846713       10.4212877006
        7.0448704520       25.8920124132
        7.1399562328       31.1176091173
        7.2350420136       21.8509987052
        7.3301277944       16.9904351118
        7.4252135751       21.1171537507
        7.5202993559       13.6788975354
        7.6153851367       23.3869687768
        7.7104709175       22.7708754625
        7.8055566983       23.1642896913
        7.9006424790       21.6153612400
        7.9957282598       23.3704005688
        8.0908140406       25.8927332052
        8.1858998214       23.6563829312
        8.2809856021       27.3186747571
        8.3760713829       26.9848757451
        8.4711571637       28.8908497886
        8.5662429445       15.3748640171
        8.6613287252        9.6266433658
        8.7564145060        3.9351978765
        8.8515002868        2.3927726708
        8.9465860676        2.2828097550
        9.0416718484        2.8134795102
        9.1367576291       18.7835927313
        9.2318434099       17.0019179713
        9.3269291907       19.7241245107
        9.4220149715       23.6554293505
        9.5171007522       42.0164362475
        9.6121865330       28.9470468934
        9.7072723138       23.6431396171
        9.8023580946       13.7312615738
        9.8974438754       25.9097917240
        9.9925296561       13.5629779591
       10.0876154369       20.8372944388
       10.1827012177        0.0000000000
       10.2777869985        3.8165078303
       10.3728727792       23.7308117016
       10.4679585600       19.8843009715
       10.5630443408       22.8104324150
       10.6581301216        2.1883891247
       10.7532159024       26.7607926848
       10.8483016831       26.2853620910
       10.9433874639       19.5224681044
       11.0384732447        4.0033842882
       11.1335590255        9.0553242704
       11.2286448062       16.6654365333
       11.3237305870       20.6321433568
       11.4188163678       32.9555999595
       11.5139021486       37.7668739905
       11.6089879293       32.2434100352
       11.7040737101        0.0000000000
       11.7991594909        0.0000000000
       11.8942452717        0.0000000000
       11.9893310525        0.0000000000
       12.0844168332        0.0000000000
       12.1795026140        0.0000000000
       12.2745883948       24.5512347271
       12.3696741756       38.3057204170
       12.4647599563       12.8027967032
       12.5598457371        0.0000000000
       12.6549315179       25.9377208877
       12.7500172987       47.1151631243
       12.8451030795       29.5545367856
       12.9401888602       22.1658765803
       13.0352746410       28.3883301328
       13.1303604218       10.7626816117
       13.2254462026        0.0000000000
       13.3205319833        0.0000000000
       13.4156177641        0.0000000000
       13.5107035449        0.0000000000
       13.6057893257        0.0000000000
       13.7008751064       31.5960649364
       13.7959608872       64.0823096769
       13.8910466680        0.0000000000
       13.9861324488       25.5183579262
       14.0812182296       35.3019576446
       14.1763040103       23.0735022767
       14.2713897911        0.0000000000
       14.3664755719        0.0000000000
       14.4615613527        0.0000000000
       14.5566471334        0.0000000000
       14.6517329142       20.5921280734
       14.7468186950       34.0228024825
       14.8419044758       25.0165566748
       14.9369902566        0.0000000000
       15.0320760373        0.0000000000
       15.1271618181        0.0000000000
       15.2222475989        0.0000000000
       15.3173333797        0.0000000000
       15.4124191604       13.0005024196
       15.5075049412       34.8014350553
       15.6025907220       29.5933538830
       15.6976765028        0.0000000000
       15.7927622836        0.0000000000
       15.8878480643        0.0000000000
       15.9829338451        0.0000000000
       16.0780196259        0.0000000000
       16.1731054067        0.0000000000
       16.2681911874        0.0000000000
       16.3632769682        0.0000000000
       16.4583627490        0.0000000000
       16.5534485298        0.0000000000
       16.6485343105        0.0000000000
       16.7436200913        2.7380961108
       16.8387058721       37.3389342747
       16.9337916529       46.5588299183
       17.0288774337       56.1026838386
       17.1239632144       24.9427587204
       17.2190489952       23.1345097439
